user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,text,date,hashtags,source,is_retweet
Möbius,,"Not a parody, I really am this 🤣
Born in the U.S.A.
August Ferdinand Mobius was a scholar and student under Gauss
I enjoy math, understanding unnamed sources🍁",1/5/2023 21:10,43,181,3566,FALSE,"""Omicron subvariant XBB.1.5 now accounts for 73% of all sequenced COVID-19 cases in NYC,""

NYC Department of Health… https://t.co/982UGfNeN5",1/15/2023 11:04,,Twitter for Android,FALSE
Old Gill,,don’t you think things were easier when all we had to worry about were the Kurds?,10/27/2012 9:13,47,654,2344,FALSE,@WallStreetSilv New York City health officials are warning residents that the infectious omicron subvariant XBB.1.5… https://t.co/GNJmwVSW3H,1/15/2023 7:27,,Twitter for iPhone,FALSE
Aspie for peace!,"Kingston, Ontario","anti war, LGBT, anti pipeline",3/27/2009 19:29,4591,4659,51859,FALSE,CDC: Subvariant XBB.1.5 causing 43% of new COVID-19 cases in US | NHK WORLD-JAPAN News https://t.co/GkhgaYKqG0,1/15/2023 5:09,,Twitter for Android,FALSE
Gendron Recherche,United States,"Cancer research is basic research into cancer in order to identify causes and develop strategies for prevention, diagnosis, treatments and cure.",9/14/2013 18:08,577,1070,99,FALSE,Omicron Subvariant XBB.1.5 Accounts for 43% of U.S. COVID-19 Cases https://t.co/mjlApO6QKN,1/15/2023 4:27,,dlvr.it,FALSE
johngray,Underground,Life is a bitch,1/17/2018 20:47,18,115,325,FALSE,"@RWMaloneMD Vaccinated or infected!!

New York City health officials are warning residents that the infectious omic… https://t.co/PVekSIMPVV",1/15/2023 4:06,,Twitter for Android,FALSE
Chris Abraham,"Arlington Heights, VA","If you look in the dictionary under Bozo Filter, you'll see my photo. Also Bozo Filtered on @chris@abraham.su",1/6/2007 19:51,42649,21348,14133,TRUE,"What???
&gt;Omicron subvariant XBB.1.5 possibly more likely to infect those who are vaccinated, officials say
&gt;Health… https://t.co/9p9VuDHTGe",1/15/2023 4:02,,Twitter for Android,FALSE
My Care Labs,"California, USA","My Care Labs helps to counter the spread of #COVID19, #Flu, #RSV, and other diseases through our easy, accurate, no-cost tests.",12/1/2021 23:41,133,47,335,FALSE,"The new Xbb.1.5 subvariant now makes up around 28% of US COVID-19 cases.
https://t.co/U8bUP4hs8f

Book your all-in-… https://t.co/HCbYVXgv7D",1/15/2023 3:35,,Buffer,FALSE
SLP,,Psalm 91. 🙏 I will NEVER give up my faith in Yeshua HaMashiach Christ Jesus.🙏🌈✝️💜🥰🙌👏 I respect Mr Musk & his many female partners. I don't judge anyone.,11/1/2022 23:20,1,2,105,FALSE,"Omicron subvariant XBB.1.5 possibly more likely to infect those who are vaccinated, officials say | Fox News
What c… https://t.co/fzsWYk4pL6",1/15/2023 1:35,,Twitter for iPhone,FALSE
Emster,,"Let the message of Christ dwell among you richly as you teach and admonish one another with all wisdom through psalms, hymns, and songs from the Spirit, singing",6/4/2020 0:14,132,134,10268,FALSE,"@nypost Hmmm 🤔 

Let’s see here.

“New York City health officials are warning residents that the infectious omicron… https://t.co/KGnddoIli2",1/15/2023 0:26,,Twitter Web App,FALSE
SuperTalk Mississippi,Mississippi,News. Sports. Politics. And The Good Things. | The Conversation Starts Here. | Call: 888-808-8637 | Text: 601-879-4395 | Listen/Watch: https://t.co/ZSckpK8D1D,1/20/2009 20:26,25129,394,4777,FALSE,"ICYMI: A new COVID-19 omicron subvariant, XBB 1.5, is quickly emerging as the dominant strain in confirmed cases ac… https://t.co/7Jo8d6SVWt",1/15/2023 0:00,,Buffer,FALSE
Life,United States,,9/30/2014 21:57,11,64,3034,FALSE,"@healthbyjames Really? In the news today, “New York City health officials are warning residents that the infectious… https://t.co/jRc8ZrhUQL",1/14/2023 23:38,,Twitter for iPad,FALSE
Veritas,,Anonymity governed by decades of self-study.,2/21/2009 1:04,127,197,13856,FALSE,"@RWMaloneMD ""New York City health officials are warning residents that the infectious omicron subvariant XBB.1.5 ma… https://t.co/aeQtIP485I",1/14/2023 23:29,,Twitter Web App,FALSE
にこちゅう 🇺🇸 Deplorable Patriot USA,,"Death is painful and there's no such thing as a perfect goodbye, especially when it comes to a mother, the woman who gave birth to you.",1/25/2020 22:55,0,115,9,FALSE,"""XBB.1.5 now accounts for 73% of all sequenced COVID-19 cases in NYC. XBB.1.5 is the most transmissible form of COV… https://t.co/Eytz52RJ9M",1/14/2023 22:03,,Twitter Web App,FALSE
にこちゅう 🇺🇸 Deplorable Patriot USA,,"Death is painful and there's no such thing as a perfect goodbye, especially when it comes to a mother, the woman who gave birth to you.",1/25/2020 22:55,0,115,9,FALSE,New York City health officials are warning residents that the infectious omicron subvariant XBB.1.5 may be more lik… https://t.co/XPwBHpmzLT,1/14/2023 22:02,,Twitter Web App,FALSE
Mtkwatters,,,4/26/2022 16:31,84,127,4560,FALSE,"@thevivafrei @AdoredTV They say people who have already had COVID-19 might also be more likely to catch it again.
O… https://t.co/RjeETNp2Zx",1/14/2023 22:00,,Twitter for iPhone,FALSE
Spectrum News St. Louis,"St. Louis, MO","Covering local news, sports, politics and weather in St. Louis. Download the Spectrum News app today and stay connected 📲",10/1/2021 19:12,352,233,19,TRUE,The latest COVID-19 strain spreading around the United States could be the most transmissible variant or subvariant… https://t.co/7oi6joapNV,1/14/2023 22:00,,SocialNewsDesk,FALSE
Cathy Dee,,,12/6/2022 21:25,25,56,1632,FALSE,"@McfarlaneGlenda @MustardvsMayo Omicron subvariant XBB.1.5 possibly more likely to infect those who are vaccinated,… https://t.co/FmO6akjaSz",1/14/2023 21:54,,Twitter Web App,FALSE
Cathy Dee,,,12/6/2022 21:25,25,56,1632,FALSE,"Omicron subvariant XBB.1.5 possibly more likely to infect those who are vaccinated, officials say.
Health officials… https://t.co/fJU0UYUKYr",1/14/2023 21:47,,Twitter Web App,FALSE
garbage,,🤷🏼‍♂️,7/29/2009 11:10,133,135,4488,FALSE,"@kylamb8 First paragraph

""New York City health officials are warning residents that the infectious omicron subvari… https://t.co/aHcC4Y00Ah",1/14/2023 21:37,,Twitter Web App,FALSE
King of Britton,"Texas, USA",Truth seeker & Conspiracy Theorists. My pronouns are Told/You/So,4/26/2022 3:41,263,1338,987,FALSE,New York City health officials are warning residents that the infectious omicron subvariant XBB.1.5 may be more lik… https://t.co/P32u3g47um,1/14/2023 21:31,,Twitter for iPhone,FALSE
Mesfin Mekonen,"Washington, DC","National Press Club Manager, Washington update Author, Founder of MM Management, Ltd., Executive Recruiters for Hospitality Industry.
Human Rights Activist.",9/20/2012 23:57,396,959,10998,FALSE,"“Omicron subvariant XBB.1.5 now accounts for 73% of all sequenced COVID-19 cases in NYC,” the NYC Department of Hea… https://t.co/0KfQ3Vjkl1",1/14/2023 21:28,,Twitter Web App,FALSE
nobodyonit,highway of diamonds ,"“The world is my country, all mankind are my brethren, and to do good is my religion.""-Thomas Paine",9/9/2019 6:31,330,604,25977,FALSE,"@M1PowerSports @healthbyjames ""New York City health officials are warning residents that the infectious omicron sub… https://t.co/jLS6LnbtNF",1/14/2023 21:14,,Twitter Web App,FALSE
Covid Report,Philadelphia PA,"Tracking the Covid pandemic and other viruses 1 day at a time. I also keep track of climate data as well. My YouTube channel, https://t.co/75IMsh6ISJ…",11/19/2021 2:14,12932,1020,11782,FALSE,"COVID-19 &amp; Philly: Hospitalizations, cases spike as new omicron subvariant, XBB.1.5., spreads across the Northeast… https://t.co/hQ8lod7Yoc",1/14/2023 21:12,,Twitter for Android,FALSE
Times Union: Hudson Valley,"Hudson Valley, NY","Covering the news, people, places and forces shaping life in the Hudson Valley and Catskills.",3/31/2021 0:43,448,93,202,FALSE,"The increase is attributed to COVID-19 subvariant XBB 1.5 — known as the ""kraken"" subvariant. https://t.co/7g52wR9s1i",1/14/2023 20:44,,SocialFlow,FALSE
V,,,4/3/2012 19:26,1248,275,600,FALSE,"New COVID-19 variant more likely to infect the vaxxed then the unvaxxed!

https://t.co/0kcBziTeFG",1/14/2023 20:36,,Twitter for Android,FALSE
Beth,,"Free-thinking, asking questions",1/29/2022 10:46,74,113,2790,FALSE,New York City health officials are warning residents that the new Omicron sub-variant may be more likely to infect… https://t.co/OEJPsCacgD,1/14/2023 20:36,,Twitter Web App,FALSE
Michael Rosenblatt,NYC,"Business/Sports/Fun, Semi-intelligent with a great sense of humor and common sense!  On the right side of history!",10/2/2022 1:18,71,210,1039,FALSE,“New York City health officials are warning residents that the infectious omicron subvariant XBB.1.5 may be more li… https://t.co/fSxgDGrTy4,1/14/2023 20:25,,Twitter for iPhone,FALSE
James A. Gagliano,"Cornwall-on-Hudson, NY","CBS Security and Law Enforcement Analyst | @LELDF | FBI Retired | Mayor Cornwall-on-Hudson NY | USMA 87 | Hubs, 5 Kids | @StJohnsU doctoral candidate | Atlañta",6/15/2013 22:51,28055,3083,26335,TRUE,“New York City health officials are warning residents that the infectious omicron subvariant XBB.1.5 may be more li… https://t.co/rBojSvSfBl,1/14/2023 20:08,,Twitter for iPhone,FALSE
Meaghan,"Ontario, Canada","Armchair policy analyst. Actually educated in psychology, criminology & marketing.",2/28/2021 4:36,193,200,3700,FALSE,"How did we get from
“You won’t get COVID-19” to
“You’ll be more likely to get COVID-19, but at least you won’t die”

https://t.co/mxhmcsijD1",1/14/2023 19:25,,Twitter for iPhone,FALSE
Jenny ☮️ BLOCKS MAGA 🚫NO FOLLOW LISTS!,Central Wisconsin,"#SlavaUkraïni
FREEDOM and Diversity
#TBI
NO JUSTICE NO PEACE–BLM–LGTBQally
followed by @ZerlinaMaxwell @mmpadellan 
RESIST",12/20/2019 19:07,12417,13594,160678,FALSE,"The newest Covid-19 subvariant, XBB.1.5, is known to be extremely contagious! ⚠️🦠

Note: They're calling it ""Kraken… https://t.co/OmHCETr6Ye",1/14/2023 19:09,,Twitter Web App,FALSE
California Society of Health-System Pharmacists,"Sacramento, CA","OUR MISSION: To represent and empower Pharmacists & Pharmacy Technicians in Health-systems to promote wellness, patient safety and optimal use of medications.",9/25/2015 23:43,768,213,1187,FALSE,".@US_FDA Releases Info about Risk of COVID-19 Due to Certain Variants Not Neutralized by Evusheld

FDA warns that d… https://t.co/ojmCUBbyIo",1/14/2023 19:00,,Constant Contact - Social Posts,FALSE
Ann Heatherington,New York City,writer - producer - marketer - traveler - animal defender - planet protector - fact lover,3/29/2010 1:36,548,2196,28868,FALSE,@RWMaloneMD “NYC health officials are warning residents that the infectious omicron subvariant XBB.1.5 may be more… https://t.co/CBD9uc9NHC,1/14/2023 18:59,,Twitter for iPhone,FALSE
Cheryl de Boissiere,,Agnostic. Resister. Trolls need not apply. Fuck Trump!!!,8/13/2015 4:26,18585,20381,133422,FALSE,XBB.1.5 COVID-19 subvariant: 4 Fast Facts https://t.co/cYlw42itp5 via @YouTube,1/14/2023 18:55,,Twitter Web App,FALSE
Ann ANDERSON,"Massachusetts, USA",,6/9/2021 13:21,19,103,1633,FALSE,"Omicron subvariant XBB.1.5 possibly more likely to infect those who are vaccinated, officials say
Health officials… https://t.co/RzmWoPNiaI",1/14/2023 18:48,,Twitter for iPhone,FALSE
Speculative Papi,SaMo,"Tradfi raised me

Defi degened me

Gm",5/19/2009 4:55,30,106,294,FALSE,"@RWMaloneMD For those that ONLY read headlines and not the article, it states ""subvariant XBB.1.5 may be more likel… https://t.co/15ruFltdlO",1/14/2023 18:43,,Twitter Web App,FALSE
Merlin'sOwl,Scotland,"A wee Scottish owl looking for the truth and hope to pass it on. I don't tolerate trolls or shills.

NEVER TORY. 
NEVER AGAIN LABOUR.
NEVER AGAIN SNP
ALL EVIL.",9/24/2022 9:47,279,156,3345,FALSE,"WELL- you can imagine my surprise...

""Omicron subvariant XBB.1.5 possibly more likely to infect those who are vacc… https://t.co/WNUO9C7sfY",1/14/2023 18:30,,Twitter Web App,FALSE
BigOwlDream 🌸,Scotland,🌸BIG F'N ANRGY SCOTTISH PUREBLOOD💉 OWL. EATS LEFTY TROLLS-SHILLS N BOTS FOR ROUGHAGE. POLITICALLY HOMELESS.,3/7/2022 13:44,1514,541,13639,FALSE,"WELL- you can imagine my surprise...

""Omicron subvariant XBB.1.5 possibly more likely to infect those who are vacc… https://t.co/pWOe6DJX1j",1/14/2023 18:29,,Twitter Web App,FALSE
Diamonds Deviant,United States,"Constitutional Conservative #MAGA, Anti Big Government, Anti-Big Tech, #MAGA Supporter, BBQ Fanatic,
I Follow Back",3/21/2012 14:37,1732,1666,17534,FALSE,""" XBB.1.5 is the most transmissible form of COVID-19 that we know of to date and may be more likely to infect peopl… https://t.co/orNwcPhB7y",1/14/2023 18:28,,Twitter for Android,FALSE
neerajthakur,,,12/14/2022 19:13,16,90,336,FALSE,New York City health officials are warning residents that the infectious omicron subvariant XBB.1.5 may be more lik… https://t.co/eyKMyCkfUB,1/14/2023 17:59,,Twitter Web App,FALSE
Bobby B - 🇯🇲🇺🇸,"Atlanta, GA","Come for the petty and salty Knicks takes. Stay for the bad jokes, memes and other crap! #GoDawgs #NewYorkForever #TogetherBlue #lgm",2/2/2019 14:03,3227,3505,254077,FALSE,The first paragraph of the article: “New York City health officials are warning residents that the infectious omicr… https://t.co/Oz5P0CXoNt,1/14/2023 17:27,,Twitter for iPhone,FALSE
د.أحمد حربي العتيبي...Dr.Ahmad Alotaibi,kuwait,طبيب كويتي مهتم بالامراض المعدية والوبائيات واللقاحات,9/9/2011 13:46,2923,541,294,FALSE,Covid-19: Omicron subvariant XBB.1.5 causes global concern; WHO warns na... https://t.co/poEac7qpoP via @YouTube,1/14/2023 17:01,,Twitter for iPad,FALSE
Public News DC,Washington DC,Public News DC Is The Premier Source For Policy And Political News. Follow Us For Tweets On What's Happening In Washington D.C.,8/5/2019 12:15,721,724,27960,FALSE,New York City health officials are warning residents that the infectious omicron subvariant XBB.1.5 may be more lik… https://t.co/iW9412niwY,1/14/2023 16:31,,Twitter Web App,FALSE
douven57,,,11/8/2021 3:28,4,2,406,FALSE,"""New York City health officials are warning residents that the infectious omicron subvariant XBB.1.5 may be more li… https://t.co/lqsbxAZXN8",1/14/2023 16:08,,Twitter for Android,FALSE
Lars Stenfeldt Hansen 🇩🇰,Copenhagen Denmark,"I have a strong intuition 🇩🇰, comparing facts and data with the historic lessons. Covid-19 is a global scam, Go high and fast!",2/14/2010 11:18,291,657,1714,FALSE,"""Health officials in NYC warned the subvariant could be more likely to infect those who have already had COVID-19"" https://t.co/Cu5IQvvHTl",1/14/2023 16:08,,LinkedIn,FALSE
Lars Stenfeldt Hansen 🇩🇰,Copenhagen Denmark,"I have a strong intuition 🇩🇰, comparing facts and data with the historic lessons. Covid-19 is a global scam, Go high and fast!",2/14/2010 11:18,291,657,1714,FALSE,Health officials in NYC warned the subvariant could be more likely to infect those who have already had COVID-19 https://t.co/VP7m4SsWXe,1/14/2023 16:06,,Twitter for Mac,FALSE
Silencedogood,,Hardwood in every aspect of life.  I will only stop learning when I die.,11/19/2019 1:03,96,865,1223,FALSE,New York City health officials are warning residents that the infectious omicron subvariant XBB.1.5 may be more lik… https://t.co/ImtkyY1KG8,1/14/2023 15:35,,Twitter Web App,FALSE
The Pug,USA,"Unfiltered news aggregator, read what the Internet is reading",1/15/2022 15:03,1619,4887,9,FALSE,New York City health authorities warned that the highly transmissible omicron subvariant XBB.1.5 may be more likely… https://t.co/ikwQLGsZ1r,1/14/2023 15:04,,HelloworldTest123,FALSE
News Pug,USA,"https://t.co/wGBB9tzNva - Unfiltered news aggregator, read what the Internet is reading",9/10/2018 1:31,2174,4845,10,FALSE,New York City health authorities warned that the highly transmissible omicron subvariant XBB.1.5 may be more likely… https://t.co/xmTBtj3zic,1/14/2023 15:04,,Insatiable Retriever,FALSE
DagunBoy,Queensland,Aussie with two Engineering degrees. Speciality: data analysis. Hobby: USA politics. Fully vaxxed but don't give a rat's arse if you are. I'm not your doctor.,10/16/2020 5:12,2,21,1078,FALSE,"@ScottAdamsSays It sounds scary, but ""COVID-19 SARS-CoV2 Omicron subvariant XBB.1.5"" translates to ""a mild cold"".
I… https://t.co/qSJzayNJDr",1/14/2023 14:52,,Twitter for Android,FALSE
Stanley Orlik,,🇺🇸 Texan conservative who believes the new wave liberals are total whackjobs. Anti woke…..liberal talking points are all bs.,4/16/2020 23:52,578,572,3133,FALSE,"@GuntherEagleman Omicron subvariant XBB.1.5 possibly more likely to infect those who are vaccinated, officials say… https://t.co/1Subr6GZoW",1/14/2023 14:48,,Twitter for iPhone,FALSE
Prof Peter Hotez MD PhD,"Montrose, Houston TX","Vaccine Scientist-Author-Combat Antiscience @bcmhouston Professor Pediatrics Molecular Virology, @bcm_tropmed Dean, @TexasChildrens Chair in Tropical Pediatrics",5/29/2012 0:46,331260,6986,39218,TRUE,"A new Covid-19 omicron subvariant, XBB.1.5, is sweeping the country. My comments ⁦@inversedotcom⁩  https://t.co/0c6ep7xMoJ",1/14/2023 13:23,,Twitter for iPhone,FALSE
Services for Independent Living,"Cleveland, Ohio","SIL envisions a society that is accessible to all people.
SIL is a non-profit, non-residential Center for Independent Living in NE Ohio.",2/9/2015 15:35,316,833,41,FALSE,"What to know about the XBB.1.5 COVID-19 subvariant 
https://t.co/K5VoVHnyIz",1/14/2023 12:45,,Buffer,FALSE
Ground News,"Kitchener, ON ","We empower news readers to see the full story. Uncover media bias, compare headlines, and check blindspots on the world's first news comparison platform.",2/8/2018 22:00,19653,1675,2617,FALSE,The fast-spreading Omicron subvariant XBB.1.5 is estimated to account for 43% of the COVID-19 cases in the United S… https://t.co/wZGZVu4po0,1/14/2023 12:30,,LaterMedia,FALSE
